income,age,childrenhome,wine_products,fruit_products,meat_products,fish_products,sweet_products,gold_products,total_products,deal_purchases,web_purchases,catalog_purchases,store_purchases,total_purchases,web_visits_permonth,marital_status_Single,education_Higher Education,Cluster
56937.0,43,1,746,8,125,11,8,8,906,7,8,6,9,23,6,False,True,1
38415.0,46,2,22,1,13,4,0,4,44,2,1,0,3,4,7,False,False,0
20518.0,36,1,4,1,6,4,1,9,25,1,1,1,2,4,5,True,False,0
41644.0,52,2,20,3,4,2,0,2,31,2,1,0,3,4,3,True,True,0
55842.0,47,1,451,0,39,0,4,24,518,1,7,1,8,16,5,False,True,1
62010.0,52,1,371,22,39,6,0,92,530,4,6,2,7,15,5,False,True,1
38961.0,51,1,19,7,19,0,1,24,70,1,2,1,2,5,7,False,True,0
37760.0,52,1,26,3,13,2,10,0,54,1,2,0,3,5,6,True,True,0
43057.0,49,1,213,2,44,0,2,5,266,4,4,2,5,11,5,False,False,0
78825.0,60,0,483,74,114,169,37,18,895,1,5,10,13,28,3,True,True,2
65104.0,48,1,738,0,232,13,20,50,1053,2,3,5,7,15,7,False,True,1
60093.0,50,1,502,12,109,16,6,90,735,2,7,2,10,19,6,False,False,1
14045.0,55,1,11,0,5,2,1,1,20,1,1,0,3,4,7,False,False,0
28457.0,72,0,24,1,108,29,29,14,205,1,4,1,4,9,8,True,True,0
46310.0,48,1,185,2,88,15,5,14,309,2,6,1,5,12,8,True,False,0
76005.0,69,0,983,20,389,240,50,40,1722,1,3,5,13,21,6,False,False,2
55614.0,80,0,504,13,131,8,0,26,682,1,9,4,6,19,7,True,True,1
59432.0,62,1,317,25,265,25,19,12,663,3,5,3,11,19,5,True,True,1
55563.0,46,1,29,1,9,2,0,2,43,1,2,0,3,5,3,True,False,0
78642.0,53,1,1396,0,322,46,35,17,1816,1,4,9,4,17,6,False,True,2
67911.0,75,1,529,0,356,63,28,0,976,3,6,7,11,24,3,False,True,2
65275.0,80,0,388,14,218,91,14,21,746,1,4,3,13,20,2,False,False,2
27203.0,74,2,13,2,21,4,0,24,64,2,1,1,2,4,8,False,False,0
48330.0,63,1,28,0,4,0,0,0,32,1,1,0,3,4,5,False,True,0
50943.0,68,1,31,0,7,2,0,6,46,1,1,0,3,4,5,False,True,0
65665.0,48,1,225,162,387,106,36,29,945,1,5,10,8,23,3,False,False,2
81217.0,35,0,493,70,324,146,40,84,1157,1,3,7,11,21,1,True,False,2
34935.0,32,0,34,4,66,3,10,20,137,1,2,1,4,7,7,False,False,0
61250.0,65,1,382,138,65,60,26,59,730,6,5,2,12,19,5,True,False,2
39665.0,43,1,127,1,56,0,1,31,216,3,4,2,3,9,7,False,True,0
60152.0,45,1,325,83,300,86,58,91,943,1,6,4,12,22,3,True,False,2
48920.0,60,2,238,17,68,8,10,6,347,3,6,2,5,13,7,False,False,1
44124.0,78,1,284,0,55,0,6,52,397,4,6,2,5,13,8,False,True,1
36443.0,63,2,65,0,46,4,3,20,138,4,3,1,3,7,8,False,False,0
26095.0,34,1,11,7,9,3,1,11,42,1,1,0,3,4,7,True,False,0
71367.0,65,0,227,23,389,42,21,75,777,1,4,5,7,16,2,False,False,2
30630.0,59,2,27,1,12,2,0,10,52,2,2,0,3,5,7,True,False,0
42691.0,33,0,179,2,64,38,17,58,358,1,5,1,6,12,5,False,False,1
70503.0,71,0,1379,33,216,0,33,66,1727,1,2,4,9,15,6,False,False,2
25545.0,37,1,32,1,64,16,12,85,210,3,2,2,3,7,6,False,False,0
32880.0,38,1,8,4,15,7,6,2,42,1,1,0,3,4,8,False,False,0
77863.0,66,0,881,38,319,16,25,12,1291,1,4,5,10,19,2,False,True,2
50353.0,47,0,141,15,153,67,31,35,442,1,4,4,6,14,3,False,True,2
49154.0,64,2,206,10,67,30,27,71,411,6,4,1,8,13,6,False,True,1
47682.0,49,1,162,61,83,97,57,61,521,4,4,3,8,15,5,True,True,2
72679.0,55,1,619,54,260,127,54,54,1168,1,4,7,5,16,1,True,False,2
57954.0,47,2,456,4,24,0,0,9,493,7,8,2,6,16,7,False,True,1
65316.0,62,2,112,6,92,3,9,38,260,2,3,2,5,10,4,False,False,1
28567.0,42,1,11,3,22,2,2,6,46,2,2,0,3,5,6,True,False,0
47352.0,73,1,172,12,112,8,0,15,319,4,6,1,5,12,7,False,True,1
44931.0,57,1,78,0,11,0,0,7,96,1,2,1,3,6,5,False,False,0
76982.0,57,0,464,151,292,65,60,30,1062,1,8,3,4,15,4,True,False,2
57247.0,72,1,99,4,32,37,54,6,232,2,2,1,7,10,2,False,True,1
22944.0,43,1,19,3,19,4,5,26,76,3,3,0,3,6,7,True,True,0
25315.0,47,1,1,9,8,11,3,22,54,3,3,0,3,6,8,False,True,0
43638.0,55,1,63,10,83,7,19,19,201,2,4,1,4,9,7,True,False,0
84169.0,42,0,1478,19,403,0,19,0,1919,1,7,6,6,19,3,False,True,2
24683.0,34,1,8,4,10,6,7,6,41,2,2,0,4,6,5,False,True,0
47850.0,44,1,42,7,43,20,12,10,134,1,3,0,4,7,6,False,False,0
19514.0,56,2,14,3,21,2,1,28,69,4,3,1,2,6,8,False,False,0
27159.0,51,2,17,0,3,0,0,1,21,2,1,0,3,4,6,False,True,0
39548.0,61,2,15,4,10,3,4,18,54,2,1,1,3,5,3,True,True,0
21474.0,35,1,6,16,24,11,0,34,91,2,3,1,2,6,7,True,False,0
60504.0,53,1,458,0,24,6,4,34,526,2,6,2,8,16,6,True,True,1
22419.0,61,0,30,3,47,19,21,42,162,1,3,2,2,7,8,False,False,0
43462.0,72,2,90,17,97,15,6,15,240,6,4,1,5,10,8,False,False,1
15315.0,54,0,7,4,13,15,8,17,64,2,2,0,4,6,5,False,True,0
87771.0,65,1,1492,38,287,50,57,33,1957,1,5,10,4,19,6,False,False,2
33039.0,46,1,30,8,12,8,8,12,78,1,2,0,4,6,5,False,False,0
71499.0,53,1,465,25,132,136,0,37,795,2,8,3,13,24,4,False,True,2
48799.0,61,1,174,18,81,28,6,24,331,3,3,2,7,12,3,True,True,1
52157.0,74,1,189,2,29,3,2,40,265,2,3,2,5,10,4,False,True,1
66565.0,62,1,747,10,161,65,40,42,1065,4,4,2,9,15,8,True,False,1
29298.0,73,2,6,0,2,2,0,1,11,1,1,0,2,3,5,False,True,0
47691.0,45,1,14,0,3,0,0,4,21,1,1,0,2,3,6,True,False,0
38200.0,54,2,12,0,4,0,0,1,17,1,1,0,2,3,7,False,False,0
38443.0,56,2,32,0,5,0,0,1,38,2,1,0,3,4,7,False,True,0
38593.0,46,1,51,12,49,17,24,24,177,3,4,1,3,8,8,True,True,0
64413.0,54,1,200,5,44,0,10,20,279,1,5,1,5,11,5,False,True,1
36959.0,43,1,25,6,25,6,0,0,62,2,2,0,3,5,8,False,True,0
61996.0,47,1,1050,12,144,0,0,24,1230,3,6,4,8,18,5,False,True,1
51287.0,56,2,117,0,22,13,0,30,182,3,4,1,3,8,7,False,False,0
13260.0,54,2,9,4,17,10,2,7,49,4,3,0,3,6,8,False,False,0
47472.0,58,2,56,0,11,0,0,8,75,2,2,0,4,6,5,False,True,0
54603.0,68,2,145,13,46,17,2,4,227,6,4,2,4,10,7,False,True,1
45207.0,50,2,203,0,10,0,0,2,215,5,3,1,6,10,6,False,True,0
47821.0,57,2,9,0,16,6,6,10,47,1,1,0,3,4,8,False,True,0
27450.0,73,0,37,12,23,8,11,52,143,1,2,1,3,6,7,False,True,0
39453.0,41,1,46,0,7,0,0,2,55,2,2,0,3,5,6,False,False,0
26850.0,53,2,31,1,13,7,2,9,63,4,2,1,4,7,4,False,True,0
61794.0,63,1,264,47,188,54,47,11,611,2,4,4,10,18,2,False,True,2
53863.0,69,1,399,4,30,6,4,30,473,3,7,1,7,15,7,False,False,1
24221.0,65,0,8,9,9,2,5,22,55,1,1,1,3,5,4,False,False,0
39684.0,40,1,19,0,35,6,4,17,81,2,2,1,2,5,7,True,True,0
33178.0,47,1,12,6,2,11,2,16,49,1,1,0,3,4,4,False,False,0
59973.0,52,0,130,30,168,20,34,0,382,1,3,4,7,14,1,False,True,2
17459.0,49,1,6,4,16,3,10,30,69,3,3,1,2,6,7,False,True,0
23910.0,55,1,16,12,18,7,1,13,67,1,2,0,3,5,7,True,False,0
42169.0,55,2,19,0,9,0,0,2,30,2,1,0,3,4,8,False,True,0
26224.0,46,1,4,7,15,13,9,15,63,3,2,1,3,6,6,False,True,0
31089.0,43,1,31,3,31,2,8,4,79,3,3,0,4,7,8,False,False,0
30081.0,63,1,36,0,2,0,0,4,42,1,1,0,3,4,7,True,False,0
61467.0,76,2,410,16,114,0,5,49,594,3,5,2,10,17,5,False,True,1
49618.0,58,2,80,3,26,4,2,14,129,4,3,1,3,7,7,False,True,0
42429.0,51,1,55,0,6,2,0,4,67,2,1,1,3,5,5,True,False,0
26150.0,68,3,5,1,13,3,5,1,28,1,1,0,3,4,7,True,False,0
30801.0,49,1,8,4,5,15,2,11,45,2,1,0,3,4,7,False,False,0
26877.0,55,0,101,13,76,20,18,40,268,2,3,1,6,10,6,True,True,0
45006.0,80,0,162,25,53,16,0,10,266,1,3,1,7,11,3,True,True,0
18978.0,51,1,2,8,1,4,7,15,37,1,1,0,3,4,8,False,False,0
22574.0,57,3,25,0,8,2,0,2,37,2,2,0,3,5,7,False,False,0
48240.0,55,0,389,91,248,64,49,41,882,3,6,3,13,22,5,True,True,2
45837.0,50,2,215,13,87,17,17,24,373,5,6,2,5,13,7,False,False,1
35791.0,59,3,27,0,5,0,0,3,35,2,1,0,3,4,8,True,True,0
54162.0,46,2,5,6,10,6,5,10,42,1,1,0,3,4,4,True,False,0
30522.0,64,1,179,8,83,19,11,26,326,5,1,2,9,12,2,False,True,1
54456.0,63,1,352,0,27,10,0,15,404,3,6,1,7,14,6,False,True,1
31632.0,53,0,17,8,12,11,15,32,95,1,2,1,2,5,7,True,False,0
72298.0,75,0,625,35,169,58,17,35,939,1,4,3,6,13,1,True,False,2
36975.0,46,1,10,6,11,0,4,2,33,1,1,0,3,4,7,True,True,0
13624.0,48,1,10,2,15,2,1,6,36,2,2,0,3,5,6,False,False,0
69084.0,54,1,1181,107,199,39,30,30,1586,2,7,3,13,23,8,False,True,2
65488.0,66,0,603,45,207,36,18,54,963,1,3,4,6,13,1,False,True,2
32218.0,64,0,10,24,15,13,1,30,93,1,2,1,3,6,7,True,True,0
46102.0,62,3,14,0,1,0,0,1,16,1,1,0,2,3,7,True,False,0
56181.0,62,1,121,103,69,8,44,48,393,1,4,2,7,13,4,False,False,2
63120.0,74,1,965,69,279,54,41,69,1477,5,8,4,9,21,7,True,True,2
73691.0,53,1,707,21,250,85,43,73,1179,2,6,2,8,16,2,False,False,2
62859.0,65,1,1063,89,102,16,12,25,1307,4,9,4,6,19,6,True,True,1
46463.0,53,2,163,2,40,8,11,11,235,7,3,1,6,10,6,False,True,1
55282.0,54,1,125,6,73,8,4,19,235,1,3,1,6,10,4,True,True,0
78710.0,47,1,721,0,152,119,50,50,1092,3,7,6,12,25,4,False,True,2
50616.0,74,1,30,2,25,0,1,9,67,1,1,1,4,6,2,False,True,0
49431.0,69,1,219,3,100,26,0,17,365,2,7,1,5,13,8,True,False,1
61278.0,71,1,111,3,28,2,6,15,165,2,3,1,4,8,6,False,False,0
26490.0,66,0,45,47,52,21,20,25,210,2,3,1,5,9,6,False,True,0
46734.0,58,3,100,1,39,6,1,76,223,4,3,2,3,8,6,True,True,1
56253.0,61,1,509,0,65,7,11,5,597,4,7,2,9,18,6,False,False,1
19986.0,39,1,3,6,5,0,2,6,22,1,0,0,3,3,7,False,False,0
25965.0,44,0,2,2,11,41,7,11,74,1,2,0,3,5,8,False,False,0
14661.0,68,0,4,1,11,6,2,2,26,1,1,0,3,4,6,False,True,0
18690.0,65,0,6,1,7,23,4,19,60,1,1,1,2,4,8,False,False,0
45068.0,50,1,14,0,3,0,0,3,20,1,1,0,2,3,7,False,True,0
21063.0,37,1,1,10,11,19,3,15,59,2,2,0,3,5,6,True,False,0
29187.0,56,1,26,0,6,0,0,2,34,1,1,0,3,4,8,False,True,0
54690.0,53,2,111,16,37,7,9,18,198,3,3,1,5,9,3,False,True,0
59304.0,60,1,418,61,428,80,51,10,1048,3,7,8,10,25,5,False,True,2
59247.0,62,2,327,9,122,19,14,83,574,5,5,2,9,16,6,True,True,1
52614.0,49,1,789,0,142,12,9,38,990,2,2,4,8,14,8,True,True,1
26751.0,50,2,1,1,5,0,3,1,11,1,1,0,2,3,8,False,False,0
81300.0,61,1,1004,12,145,32,12,36,1241,3,10,3,5,18,5,False,True,1
70337.0,45,0,187,81,149,25,43,91,576,1,2,2,12,16,1,True,False,2
41039.0,42,0,34,11,137,179,61,45,467,1,8,1,5,14,8,False,True,2
38946.0,69,1,116,6,82,6,6,41,257,2,3,1,6,10,5,False,False,0
65777.0,57,0,565,32,435,28,32,54,1146,1,2,8,6,16,1,False,False,2
66476.0,48,1,372,18,126,47,48,78,689,2,5,2,11,18,4,True,True,2
77845.0,35,0,760,40,480,0,40,26,1346,1,3,5,12,20,1,False,True,2
50611.0,64,1,459,0,24,6,0,4,493,6,4,5,7,16,6,True,True,1
42315.0,66,1,67,15,80,17,11,80,270,3,1,4,4,9,3,False,True,1
13084.0,72,0,2,0,7,3,7,10,29,1,1,0,3,4,6,False,False,0
47570.0,75,2,67,1,20,0,2,31,121,3,2,2,2,6,7,True,True,0
61923.0,63,2,92,4,18,3,3,6,126,1,2,1,4,7,3,False,True,0
34824.0,29,0,4,2,11,2,0,4,23,1,1,0,2,3,6,True,False,0
26518.0,75,2,20,1,28,3,3,2,57,3,2,0,3,5,8,True,True,0
78468.0,64,0,434,22,388,104,22,34,1004,1,10,7,10,27,4,False,False,2
78901.0,51,1,321,11,309,33,26,34,734,3,9,3,5,17,4,True,False,1
71427.0,46,2,212,123,177,15,64,23,614,2,8,2,8,18,4,False,False,2
90247.0,36,0,1184,32,352,21,16,16,1621,1,3,4,7,14,1,True,True,2
41335.0,56,1,112,19,21,16,14,5,187,3,4,1,4,9,7,True,True,0
35682.0,54,1,23,0,8,6,2,18,57,1,1,1,3,5,2,True,True,0
43185.0,73,1,537,6,42,16,6,30,637,2,9,3,6,18,8,True,False,1
35178.0,53,1,23,1,13,2,2,18,59,1,1,1,2,4,7,False,True,0
25252.0,38,1,1,3,4,2,2,6,18,1,1,0,2,3,8,False,False,0
55250.0,59,1,664,58,83,32,0,66,903,4,7,5,10,22,5,True,True,1
33249.0,49,1,6,10,21,19,14,42,112,2,2,1,3,6,6,True,False,0
58398.0,71,0,299,5,201,21,21,49,596,3,5,4,8,17,4,False,False,1
50272.0,42,1,99,13,66,43,8,4,233,3,4,1,5,10,7,False,False,0
25851.0,46,1,9,4,18,7,5,5,48,2,2,0,3,5,7,False,False,0
45160.0,66,2,8,2,5,3,0,3,21,1,1,0,2,3,7,True,False,0
74806.0,59,1,670,9,249,0,28,9,965,2,5,4,5,14,4,False,True,1
18988.0,40,1,6,0,6,2,1,1,16,2,1,0,3,4,7,False,True,0
44794.0,58,1,54,0,7,0,0,4,65,1,2,0,3,5,6,False,False,0
56962.0,59,3,292,3,77,10,3,26,411,7,6,3,5,14,7,False,True,1
35946.0,75,2,8,0,3,0,0,0,11,1,0,0,3,3,5,True,True,0
53593.0,71,2,349,4,78,6,0,43,480,8,7,2,6,15,8,False,True,1
45072.0,76,3,144,2,99,7,2,30,284,5,6,1,4,11,8,True,True,1
89694.0,51,2,1126,28,211,37,28,42,1472,3,4,3,4,11,5,True,False,2
70545.0,72,1,138,39,63,55,18,21,334,1,4,1,7,12,2,False,True,1
17487.0,35,1,0,0,1,7,4,6,18,1,1,0,2,3,7,False,False,0
64108.0,71,1,948,10,86,13,21,21,1099,4,6,9,11,26,5,True,True,1
34941.0,68,2,39,2,25,4,3,24,97,2,3,0,3,6,8,False,True,0
48767.0,74,3,28,1,21,3,0,10,63,3,2,1,3,6,5,True,True,0
38702.0,46,1,13,11,24,13,8,40,109,2,3,0,4,7,6,False,True,0
82224.0,60,0,307,26,360,138,31,40,902,1,6,9,5,20,3,False,False,2
17003.0,49,1,2,5,12,4,8,7,38,3,2,0,4,6,5,False,True,0
33697.0,54,1,4,3,7,0,3,11,28,1,1,0,2,3,7,True,False,0
63564.0,70,0,769,80,252,15,34,65,1215,1,10,10,7,27,6,False,True,2
51518.0,66,1,350,8,66,17,4,4,449,2,3,2,10,15,3,False,True,1
62220.0,52,1,799,12,375,16,12,12,1226,5,7,6,5,18,6,False,True,1
40662.0,45,1,40,2,23,0,4,23,92,2,2,1,3,6,4,False,True,0
38829.0,65,1,76,0,7,0,0,16,99,1,3,2,2,7,5,False,True,0
35523.0,43,1,11,5,22,12,5,11,66,2,3,0,3,6,7,False,True,0
79146.0,57,2,245,16,223,21,43,16,564,2,8,1,8,17,6,True,False,1
78285.0,36,0,647,107,391,175,67,40,1427,1,6,4,10,20,3,False,True,2
31626.0,46,1,39,1,9,2,1,34,86,1,2,1,2,5,7,True,True,0
48726.0,69,1,138,3,38,4,0,59,242,3,3,2,4,9,6,False,False,1
46891.0,59,1,43,12,23,29,15,61,183,1,2,1,4,7,4,False,True,0
62058.0,68,1,301,7,74,10,0,58,450,4,6,1,7,14,6,False,True,1
72063.0,45,1,180,32,348,76,32,90,758,2,5,2,12,19,2,False,False,2
33622.0,52,2,39,1,22,3,4,12,81,3,2,0,4,6,7,False,False,0
41452.0,71,2,13,0,3,0,0,0,16,1,1,0,2,3,7,False,False,0
40760.0,59,1,70,0,17,0,0,6,93,2,2,1,3,6,6,True,True,0
74250.0,66,0,680,11,392,75,0,0,1158,1,2,11,4,17,1,False,True,2
51124.0,69,2,26,1,11,0,1,4,43,2,1,0,3,4,3,True,True,0
36283.0,48,2,6,5,5,8,0,5,29,2,1,0,3,4,4,False,False,0
20587.0,54,1,2,3,6,4,1,9,25,1,1,1,2,4,7,True,False,0
30467.0,52,1,1,3,8,2,5,5,24,1,1,0,2,3,7,False,False,0
31590.0,52,1,6,2,15,6,6,3,38,1,1,0,3,4,8,False,False,0
20425.0,38,1,4,12,5,3,16,17,57,2,2,0,3,5,7,False,False,0
17144.0,64,2,18,2,19,0,2,6,47,5,3,0,4,7,7,False,True,0
82017.0,67,0,184,23,446,30,23,23,729,1,5,4,7,16,2,False,True,2
16813.0,74,0,4,8,11,12,2,13,50,1,2,0,3,5,7,True,False,0
51267.0,46,2,183,2,64,7,2,12,270,4,3,3,5,11,4,False,False,0
46524.0,63,1,31,19,35,26,14,52,177,2,1,1,5,7,3,True,False,0
45183.0,62,0,219,3,60,12,9,12,315,1,4,1,7,12,7,True,True,0
70421.0,70,1,479,28,136,75,14,35,767,3,10,3,7,20,6,False,True,1
19329.0,56,1,24,1,16,12,2,5,60,3,4,0,3,7,8,False,False,0
61872.0,54,1,330,5,159,36,27,16,573,4,4,4,9,17,4,False,True,1
46984.0,68,2,19,1,10,2,1,8,41,1,1,0,3,4,5,True,False,0
34838.0,73,2,28,23,29,29,14,47,170,3,2,1,4,7,6,False,False,0
48192.0,66,0,1039,43,204,153,58,29,1526,3,2,8,12,22,8,False,False,2
49681.0,48,2,411,0,26,0,0,21,458,6,7,1,7,15,7,False,True,1
56850.0,53,1,34,1,19,2,7,0,63,1,1,1,3,5,2,False,True,0
55267.0,67,1,161,28,136,32,3,45,405,4,3,4,6,13,3,False,False,1
26872.0,43,0,3,10,8,3,16,32,72,1,1,1,2,4,6,False,False,0
21359.0,52,1,12,2,17,6,1,10,48,2,2,0,3,5,8,True,False,0
73170.0,49,0,184,174,256,50,30,32,726,1,5,4,6,15,2,True,False,2
52750.0,69,1,393,0,239,90,69,69,860,6,5,7,9,21,4,False,True,2
65968.0,54,1,376,9,83,19,4,4,495,2,5,4,7,16,3,False,True,1
30772.0,48,2,7,2,4,2,1,4,20,1,1,0,2,3,6,False,False,0
65685.0,52,1,642,14,49,0,7,57,769,1,9,2,9,20,5,False,False,1
25804.0,46,1,8,7,9,13,6,12,55,2,2,0,3,5,8,False,True,0
22063.0,52,1,7,10,13,3,11,11,55,2,2,0,3,5,7,False,False,0
57091.0,63,0,464,5,64,7,0,37,577,1,7,3,7,17,5,True,False,1
22419.0,61,0,30,3,47,19,21,42,162,1,3,2,2,7,8,False,False,0
87771.0,65,1,1492,38,287,50,57,33,1957,1,5,10,4,19,6,False,False,2
93404.0,70,3,1279,15,287,20,0,15,1616,3,3,4,7,14,5,False,False,1
37859.0,62,3,22,1,8,2,1,2,36,2,1,0,3,4,8,True,False,0
80995.0,66,1,860,28,409,73,56,56,1482,1,8,9,4,21,4,True,True,2
16529.0,40,1,3,0,5,13,0,1,22,1,1,0,3,4,6,False,False,0
55412.0,48,2,10,5,28,11,1,8,63,1,2,0,3,5,5,True,True,0
56575.0,57,2,421,5,90,0,16,10,542,3,7,3,7,17,5,False,True,1
25130.0,44,1,2,5,7,0,18,18,50,2,2,0,3,5,7,False,True,0
35441.0,57,2,25,1,9,2,1,1,39,2,1,0,3,4,8,False,False,0
49494.0,52,1,191,9,97,0,6,82,385,2,6,1,5,12,7,True,True,1
45889.0,44,1,31,0,6,0,1,8,46,1,1,0,3,4,6,True,True,0
34026.0,74,2,18,6,15,12,8,17,76,3,2,1,3,6,5,False,False,0
40049.0,50,1,91,65,52,10,44,28,290,3,3,2,6,11,5,False,False,1
34176.0,36,1,5,7,24,19,14,20,89,4,3,0,4,7,6,True,False,0
82504.0,64,0,362,50,431,134,35,54,1066,1,3,6,7,16,1,False,True,2
55284.0,68,1,547,7,140,0,7,63,764,3,7,5,8,20,5,True,True,1
49980.0,61,1,104,1,54,13,9,14,195,2,3,1,5,9,5,True,False,0
15072.0,44,2,8,2,15,0,10,18,53,4,3,1,3,7,5,False,False,0
65324.0,70,1,384,0,102,21,32,5,544,3,6,2,9,17,4,False,True,1
30843.0,58,2,24,0,2,0,0,9,35,2,1,1,2,4,5,False,True,0
46374.0,50,1,408,0,21,0,0,17,446,3,7,1,7,15,8,False,True,1
38576.0,51,1,34,0,7,0,0,0,41,1,1,0,3,4,7,False,True,0
55357.0,39,2,374,64,116,84,25,64,727,3,6,2,11,19,5,False,False,2
37758.0,58,2,27,2,10,0,0,1,40,2,1,0,3,4,8,False,False,0
85710.0,35,0,600,20,350,29,30,33,1062,1,6,9,10,25,2,False,True,2
23228.0,55,1,13,2,18,6,1,0,40,2,2,0,3,5,8,False,False,0
44602.0,55,2,167,2,89,0,0,34,292,6,6,1,4,11,8,False,True,1
7500.0,37,0,0,2,3,4,1,5,15,1,0,0,3,3,6,False,False,0
38683.0,35,1,46,35,69,84,41,66,341,6,4,1,6,11,7,False,True,1
49514.0,49,1,88,39,78,58,13,93,369,2,6,1,4,11,7,True,True,1
57906.0,51,1,243,11,119,10,3,15,401,3,4,2,8,14,4,False,True,1
43456.0,58,1,275,11,68,25,7,7,393,3,5,1,8,14,5,True,True,1
19485.0,38,2,6,0,4,0,0,0,10,1,1,0,2,3,7,True,True,0
30545.0,45,1,4,12,15,19,7,12,69,2,2,0,3,5,7,False,False,0
70123.0,41,0,1308,0,396,23,0,0,1727,1,5,7,4,16,3,False,True,2
62450.0,65,1,515,47,267,62,66,38,995,2,5,5,4,14,3,True,False,2
21675.0,48,1,4,0,16,17,4,4,45,3,4,0,3,7,7,False,False,0
42395.0,43,2,48,13,57,24,15,25,182,4,3,1,4,8,7,True,True,0
39922.0,41,1,29,12,59,19,1,36,156,2,3,0,4,7,8,False,False,0
24762.0,52,1,6,10,12,3,15,40,86,3,3,1,2,6,8,True,False,0
35797.0,49,1,27,1,14,4,1,21,68,2,2,0,3,5,8,False,False,0
36627.0,49,2,9,1,5,0,0,1,16,1,0,0,3,3,5,True,False,0
51111.0,43,2,22,0,19,6,5,3,55,2,2,0,3,5,6,False,True,0
42243.0,65,2,48,0,2,0,0,5,55,2,2,0,3,5,7,False,False,0
51195.0,62,2,230,14,156,82,24,58,564,8,9,2,5,16,8,False,False,1
68092.0,46,0,852,60,207,78,36,48,1281,2,2,6,10,18,5,True,True,2
51390.0,59,2,205,20,47,23,2,56,353,6,5,2,5,12,5,True,True,1
26868.0,33,1,0,0,1,8,3,2,14,1,1,0,2,3,7,True,False,0
48948.0,81,0,437,8,206,160,49,42,902,2,7,10,5,22,6,True,True,2
37087.0,50,1,194,55,134,15,0,3,401,3,4,2,8,14,6,False,True,1
21846.0,38,1,7,17,18,6,10,26,84,4,4,0,3,7,8,True,False,0
54137.0,54,1,171,0,11,0,1,20,203,2,4,1,4,9,6,True,False,0
66825.0,57,0,243,101,405,29,40,40,858,1,4,5,6,15,2,False,False,2
57100.0,51,0,181,21,69,39,3,96,409,1,3,3,6,12,3,False,False,1
58917.0,55,3,151,7,89,0,7,28,282,5,4,1,6,11,5,False,False,1
45684.0,53,1,5,1,5,10,0,7,28,1,1,0,2,3,7,True,False,0
47889.0,50,1,29,0,29,0,5,4,67,1,2,0,3,5,5,False,False,0
45921.0,38,0,102,9,49,24,3,12,199,1,2,1,6,9,4,False,True,0
35641.0,52,1,63,3,67,8,9,28,178,2,3,1,4,8,7,False,True,0
62820.0,70,0,398,61,265,138,61,53,976,1,3,4,6,13,1,False,False,2
73113.0,64,0,741,19,154,50,9,28,1001,1,3,4,7,14,2,False,True,2
84169.0,42,0,1478,19,403,0,19,0,1919,1,7,6,6,19,3,False,True,2
42607.0,70,1,156,29,56,30,32,47,350,2,3,2,7,12,3,True,True,1
74637.0,70,0,960,64,464,146,0,16,1650,1,6,9,9,24,3,True,True,2
46015.0,69,2,38,0,2,0,0,6,46,1,1,0,3,4,7,False,True,0
39858.0,55,1,15,20,25,2,7,26,95,1,2,0,4,6,6,True,True,0
34469.0,76,2,19,6,20,0,5,12,62,3,1,1,4,6,4,False,True,0
68397.0,48,1,760,80,466,17,13,80,1416,1,6,9,5,20,3,False,True,2
46107.0,35,1,31,9,27,16,9,33,125,1,1,1,4,6,3,True,False,0
64950.0,73,1,819,0,72,12,0,63,966,2,11,2,10,23,7,True,True,1
25443.0,35,1,1,4,3,8,9,7,32,1,1,0,3,4,8,False,False,0
32892.0,53,1,26,0,15,2,1,2,46,2,3,0,3,6,8,False,True,0
60554.0,49,1,588,7,76,110,15,15,811,2,8,4,9,21,6,True,True,1
14906.0,38,0,7,7,14,7,16,15,66,3,2,1,3,6,7,True,False,0
51563.0,37,0,1166,0,48,0,0,36,1250,1,4,4,10,18,8,False,True,1
68274.0,45,2,135,25,51,23,25,46,305,2,4,2,5,11,3,True,False,1
39771.0,47,1,6,2,18,2,8,14,50,1,2,0,3,5,4,False,False,0
67893.0,49,1,711,28,142,49,18,47,995,2,3,2,9,14,8,True,True,1
27922.0,45,1,11,0,13,2,4,11,41,1,2,0,3,5,4,False,True,0
52190.0,48,2,42,0,17,0,0,18,77,3,2,1,3,6,5,False,True,0
44051.0,51,2,79,7,58,6,3,18,171,4,3,1,4,8,6,True,True,0
42767.0,53,2,20,6,43,19,5,38,131,1,3,1,2,6,8,True,True,0
46106.0,48,2,30,0,8,2,0,14,54,1,1,1,2,4,6,False,True,0
16927.0,48,2,20,2,23,3,1,4,53,5,3,0,4,7,8,False,True,0
53700.0,72,1,263,5,233,69,41,83,694,4,5,5,8,18,5,True,False,2
59041.0,51,2,69,2,15,2,2,6,96,2,2,0,4,6,5,False,False,0
54237.0,67,1,267,3,30,4,0,57,361,4,5,2,5,12,6,True,True,1
52597.0,62,1,492,0,37,7,0,42,578,3,6,3,8,17,5,True,True,1
41021.0,55,1,14,7,9,6,16,12,64,2,2,0,3,5,6,False,True,0
40233.0,49,1,80,4,46,0,17,2,149,5,2,1,5,8,6,False,True,0
50183.0,44,2,97,12,84,13,10,15,231,7,3,1,6,10,5,False,False,1
33471.0,51,1,43,2,27,0,9,12,93,3,3,0,4,7,7,False,False,0
